810425,Cheong Fatt Metal Building,D20,4 Ang Mo Kio Industrial Park 2,569498,Light Industrial (B1),N/A,Freehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/21966/cheong-fatt-metal-building,
810426,Chern Seng Building,D08,7 Hindoo Road,209108,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19267/chern-seng-building,"Chern Seng Building is a commercial property located 7, Hindoo Road 209108 in District 08. Chern Seng Building is primarily used Office rental and sale. Chern Seng Building is close to Farrer Park MRT Station (NE8), Little India MRT Station (NE7) and Bugis MRT Station (EW12). It is near to several bus stops located at Broadway Hotel – 07111, opposite Veerasamy Road – 07419 and before Tai Hoe Hotel – 07231.


Amenities near Chern Seng Building

Chern Seng Building is near to several eateries located at nearby buildings such as Khansama Tandoori Restaurant at Serangoon Road and Usman Restaurant at 238, Serangoon Road.

Chern Seng Building is within reasonable distance to NTUC Fairprice Supermarket. It is also close to Mustafa Centre for an array of amenities such as grocery, retail shopping, banks and more.

Chern Seng Building is accessible via Serangoon Road, Baboo Lane and Rowell Road."
810427,Chevalier House,D13,23 Genting Road,349481,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19268/chevalier-house,"Chevalier House is a commercial property located 23, Genting Road, 349481 in District 13. Chevalier House is primarily used Light Industrial (B1) rental and sale. Chevalier House is close to Potong Pasir MRT Station (NE10), Aljunied MRT Station (EW9) and Tai Seng MRT Station (CC11). It is near to several bus stops located at Gulab Building – 70109, opposite Gulab Buidling – 70101 and at Kenwood, Genting Lane – 70361.


Amenities near Chevalier House

Chevalier House is near to several eateries located at nearby buildings such as Food Court at Tannery Labe and Widyas Food & Beverage at 82, Genting Lane.

Chevalier House is within reasonable distance to NTUC Fairprice Supermarket. It is also close to NEX Mall for an array of amenities such as grocery, retail shopping, banks and more.

Chevalier House is accessible via MacPherson Road, Aljunied Road and Pan Island Expressway."
810428,Chevron House,D01,30 Raffles Place,048622,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19269/chevron-house,"Chevron House is a commercial property located at 30 Raffles Place,Singapore 048622 in District 01. This commercial space is primarily used for Office rental and sale. Chevron House is close to Raffles Place MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Opp Aia Tower - 03031, Bus Stop Prudential Tower - 03021 and Bus Stop Clifford Pier - 03019.

You can also see from the map above how to get there via other means of transport.

Amenities near Chevron House

Chevron House Road is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to The Arcade and Golden Shoe Car Park for an array of amenities such as grocery and retail shopping, banks and more.

Chevron House is also close to several eateries such as, 7 Raffles Place, Banquet Clifford Centre and Kopitiam (Clifford Centre)."
810429,Chia Ping Flatted Factory,D22,8 Chia Ping Road,619973,Factory/Workshop (B2) ,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19270/chia-ping-flatted-factory,"Chia Ping Flatted Factory is a commercial property located at 8, Chia Ping Road, 619973 in District 22. Chia Ping Flatted Factory is primarily used Factory/Workshop (B2) rental and sale. Chia Ping Flatted Factory is close to Lakeside MRT Station (EW26), Chinese Garden MRT Station (EW25) and Boon Lay MRT Station (EW25). It is near to several bus stops located opposite Blk 5, Corporation Road – 21181, at Blk 5, Corporation Road – 21189 and at Jurong Town Swimming Complex - 21541.


Amenities near Chia Ping Flatted Factory

Chia Ping Flatted Factory is near to several eateries located at nearby buildings such as 158 Eating House at Yung Loh Road.

Chia Ping Flatted Factory is within reasonable distance to NTUC Fairprice Supermarket. It is also close to Taman Jurong Shopping Centre for an array of amenities such as grocery, retail shopping, banks and more.

Chia Ping Flatted Factory is accessible via International Road, Corporation Road and Ayer Rajah Expressway."
810430,Chiang Hong Building,D01,122 Robinson Road,068903,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19271/chiang-hong-building,"Chiang Hong Building is a commercial property located at 122 Robinson Road,Singapore 068903 in District 01. This commercial space is primarily used for Office rental and sale. Chiang Hong Building is close to Tanjong Pagar MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Opp Gb Bldg - 03151, Bus Stop Opp Sia Bldg - 03111 and Bus Stop Opp The Ogilvy Centre - 03071.

You can also see from the map above how to get there via other means of transport.

Amenities near Chiang Hong Building

Chiang Hong Building is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Icon for an array of amenities such as grocery and retail shopping, banks and more.

Chiang Hong Building is also close to several eateries such as, Amoy Street Food Centre, Lau Pa Sat and Maxwell Road Food Centre."
810431,Chiat Hong Building,D07,110 Middle Road,188968,Office,N/A,99-year Leasehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19272/chiat-hong-building,"Chiat Hong Building is a 99-year Leasehold commercial property located at 110, Middle Road, 188968 in District 07. Chiat Hong Building is primarily used for Office rental and sale. Chiat Hong Building is close to Bugis MRT Station (EW12), Bras Basah MRT Station (CC2) and Esplanade MRT Station (CC3). It is near to several bus stops located opposite Midlink Plaza – 07561, at Midlink Plaza – 07569 and at Bugis Junction – 01119.


Amenities near Chiat Hong Building

Chiat Hong Building is near to several eateries located at nearby buildings such as Lenas and Nando’s at Bugis Junction.

Chiat Hong Building is within reasonable distance to Cold Storage Supermarket. It is also close to Bugis+ for an array of amenities such as grocery, retail shopping, banks and more.

Chiat Hong Building is accessible via Bras Basah Road, Victoria Street and Middle Road."
810432,Chijmes,D07,30 Victoria Street,187996,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19273/chijmes,"Chijmes is a commercial property located at 30, Victoria Street, 187996 in District 07. Chijmes is primarily used for Office rental and sale. Chijmes is close to Bras Basah MRT Station (CC2), City Hall MRT Station (NS25/EW13) and Esplanade MRT Station (CC3). It is near to several bus stops located at NTUC Income Centre – 04179, at The Catholic of The Good Shepherd – 04151 and after Chijmes - 04159.


Amenities near Chijmes

Chijmes has several eateries located at within its building such as Chef de Table and Pizzeria Giardino.

Chijmes is within reasonable distance to Market Place Supermarket. It is also close to Raffles City for an array of amenities such as grocery, retail shopping, banks and more.

Chijmes is accessible via Bras Basah Road, Victoria Street and East Coast Parkway."
810433,Chin Hin Hang Building,D14,22 Lorong 21A Geylang,388431,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19274/chin-hin-hang-building,"Chin Hin Hang Building is a commercial property located at 22, Lorong 21A Geylang, 388431 in District 14. Chin Hin Hang Building is primarily used for Light Industrial (B1) rental and sale. Chin Hin Hang Building is close to Aljunied MRT Station (EW9), Mountbatten MRT Station (CC7) and Kallang MRT Station (EW10). It is near to several bus stops located before Lorong 23 Geylang – 80091, opposite Aljunied Station – 81081 and at Sims Place Terrace – 80289.


Amenities near Chin Hin Hang Building

Chin Hin Hang Building is near to several eateries located at nearby buildings such as Koung’s Wan Tan Mee at 205 Sims Avenue and Ser Seng Herbs (Turtle) Restaurant at Lorong 21 Geylang.

Chin Hin Hang Building is within reasonable distance to NTUC Fairprice Supermarket. It is also close to Leisure Park for an array of amenities such as grocery, retail shopping, banks and more.

Chin Hin Hang Building is accessible via Aljunied Road, Guillemard Road and Pan Island Expressway."
810434,Chin Lim Industrial Building,D13,25 Harrison Road,369646,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19275/chin-lim-industrial-building,"Chin Lim Industrial Building is a commercial property located at 25, Harrison Road, 369646 in District 13. Chin Lim Industrial Building is primarily used for Light Industrial (B1) rent and sale. Chin Lim Industrial Building is close to Tai Seng MRT Station (CC11), Bartley MRT Station (CC12) and MacPherson MRT Station (CC10). It is near to several bus stops located at Asiawide Industrial Building – 70291, after Diamond Industrial Building – 70281 and opposite Asiawide Industrial Building – 70299.


Amenities near Chin Lim Industrial Building  

Chin Lim Industrial Building is near to several eateries located at nearby buildings such as LC Food Centre at Trivex and MellBen Food Palace.

Chin Lim Industrial Building is within reasonable distance to Prime Supermarket. It is also close to Upper Serangoon Shopping Centre for an array of amenities such as grocery and retail shopping, banks and more.

Chin Lim Industrial Building is accessible via Upper Paya Lebar Road, MacPherson Road and Harrison Road."
810435,Chin Lim Industrial Building,D13,25 Harrison Road,369646,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19848/chin-lim-industrial-building,"Chin Lim Industrial Building is a commercial property located at 25, Harrison Road, 369646 in District 13. Chin Lim Industrial Building is primarily used for Light Industrial (B1) rental and sale. Chin Lim Industrial Building is close to Tai Seng MRT (CC11), Bartley MRT (CC12) and MacPherson MRT (CC10). It is near to several bus stops located Asiawide Ind Bldg, Upper Paya Lebar Road – 70291, Aft Diamond Ind Bldg, Upper Paya Lebar Road – 70281, Opp Asiawide Ind Bldg, Upper Paya Lebar Road – 70299 and Bef Davidson Rd, MacPherson Road – 70131.

Amenities near Chin Lim Industrial Building

Chin Lim Industrial Building is near to several eateries located at nearby buildings such as LC Food Centre and Mellben Food Palace at Trivex Building and Knock Box at KA Center.

Chin Lim Industrial Building is within reasonable distance to Prime Supermarket. It is also close to Upper Serangoon Shopping Centre for an array of amenities such as grocery and retail shopping, banks and more.

Chin Lim Industrial Building is accessible via Shaw Road, Burn Road and Playfair Road."
810436,China Court,D01,20 Cross Street,048422,Other Retail,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/20573/china-court,"China Court is a commercial property located at 20 Cross Street,Singapore 048422 in District 01. This commercial space is primarily used for Office rental and sale. China Court is close to Chinatown MRT Station and Raffles Place MRT Station. Future MRT stations include Telok Ayer MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Ocbc Centre - 05319, Bus Stop Opp Hong Lim Complex - 05199 and Bus Stop Opp Hong Lim Complex - 05131. You can also see from the map above how to get there via other means of transport.

Amenities near China Court

China Court is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Golden Shoe Car Park for an array of amenities such as grocery and retail shopping, banks and more.

China Court is also close to several eateries such as, Kopitiam (South Bridge Court), OCBC Centre and Market Street Food Centre."
810437,China Square Central,D01,18 Cross Street,048423,Other Retail,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19276/china-square-central,"China Square Central is a commercial property located at 18 Cross Street, Singapore 048422 in District 01. This commercial space is primarily used for Office rental and sale. China Square Central is close to Chinatown MRT Station and Raffles Place MRT Station. Future MRT stations include Telok Ayer MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Ocbc Centre - 05319, Bus Stop Opp Hong Lim Complex - 05199 and Bus Stop Opp Hong Lim Complex - 05131. You can also see from the map above how to get there via other means of transport.

Amenities near China Square Central

China Square Central is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Golden Shoe Car Park for an array of amenities such as grocery and retail shopping, banks and more.

China Square Central is also close to several eateries such as, Kopitiam (South Bridge Court), OCBC Centre and 189 New Bridge Road."
810438,China Square Central (Office),D01,20 Cross Street,048422,Office,Frasers Commercial Trust,99-year Leasehold,N/A,15,N/A,https://www.commercialguru.com.sg/project/20613/china-square-central-office-,"China Square Central (Office) is a commercial property located at 20 Cross Street,Singapore 048422 in District 01. This commercial space is primarily used for Office rental and sale. China Square Central (Office) is close to Chinatown MRT Station and Raffles Place MRT Station. Future MRT stations include Telok Ayer MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Ocbc Centre - 05319, Bus Stop Opp Hong Lim Complex - 05199 and Bus Stop Opp Pwc Bldg - 03041. You can also see from the map above how to get there via other means of transport.

Amenities near China Square Central (Office)

China Square Central (Office) is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Golden Shoe Car Park for an array of amenities such as grocery and retail shopping, banks and more.

China Square Central (Office) is also close to several eateries such as, Kopitiam (South Bridge Court), OCBC Centre and Market Street Food Centre."
810439,China Square Food Centre,D01,51 Telok Ayer Street,048440,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19277/china-square-food-centre,"China Square Food Centre is a commercial property located at 51 Telok Ayer Street, Singapore 048441 in District 01. This commercial space is primarily used for Office rental and sale. China Square Food Centre is close to Raffles Place MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop, Bus Stop Opp Aia Tower - 03031 and Bus Stop Opp Pwc Bldg - 03041.

You can also see from the map above how to get there via other means of transport.

Amenities near China Square Food Centre

China Square Food Centre is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to Golden Shoe Car Park and The Arcade for an array of amenities such as grocery and retail shopping, banks and more.

China Square Food Centre is also close to several eateries such as, 7 Raffles Place, Market Street Food Centre and Lau Pa Sat."
810440,Chinatown Complex,D01,335 Smith Street,050335,Office,N/A,N/A,1983,4,N/A,https://www.commercialguru.com.sg/project/19278/chinatown-complex,"Chinatown Complex is a commercial property located at 335 Smith Street, Singapore 050335 in District 01. This commercial space is primarily used for Office rental and sale. Chinatown Complex is close to Chinatown MRT Station and Outram Park MRT Station. Future MRT stations include Telok Ayer MRT Station, due completion in 2013. It is near several bus stops located Bus Stop New Bridge Centre - 05039, Bus Stop People's Park Complex - 05013 and Bus Stop Opp Blk 333 - 05241.

You can also see from the map above how to get there via other means of transport.

Amenities near Chinatown Complex

Chinatown Complex is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to Chinatown Point and Teo Hong Road for an array of amenities such as grocery and retail shopping, banks and more.

Chinatown Complex is also close to several eateries such as, Morning Star Food Court, 189 New Bridge Road and Maxwell Road Food Centre."
810441,Chinatown Plaza,D02,34 Craig Road,089673,Office,N/A,Freehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19279/chinatown-plaza,"CHINATOWN PLAZA is a commercial property located at 34 Craig Road, Singapore 089673 in District 02. This commercial space is primarily used for Office rental and sale. CHINATOWN PLAZA is close to Tanjong Pagar MRT Station, Outram Park MRT Station and Chinatown MRT Station. It is near several bus stops located Bus Stop Aft Kreta Ayer Road - 05259, Bus Stop Opp Fairfield Meth Church - 05271 and Bus Stop Bef Wallich Street - 05429.

You can also see from the map above how to get there via other means of transport.

Amenities near CHINATOWN PLAZA

CHINATOWN PLAZA is near to Cold Storage Vivocity and Shop N Save Amara. It is close to Teo Hong Road and Icon for an array of amenities such as grocery and retail shopping, banks and more.

CHINATOWN PLAZA is also close to several eateries such as, 33 Tras Street, Maxwell Road Food Centre and 73 Tras Street."
810442,Chinatown Point,D01,133 New Bridge Road,059419,Office,N/A,99-year Leasehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19280/chinatown-point,"Chinatown Point is a commercial property located at 113 New Bridge Road,Singapore 059413 in District 01. This commercial space is primarily used for Office rental and sale. Chinatown Point is close to Chinatown MRT Station, Clarke Quay MRT Station. Future MRT stations include Telok Ayer MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Chinatown Pt - 05049, Bus Stop People's Park Centre - 05022 and Bus Stop Apollo Centre - 05023.

You can also see from the map above how to get there via other means of transport.

Amenities near Chinatown Point

Chinatown Point is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Chinatown Point for an array of amenities such as grocery and retail shopping, banks and more.

Chinatown Point is also close to several eateries such as, 189 New Bridge Road, Kopitiam (South Bridge Court) and Morning Star Food Court."
810443,Ching Shine Building,D13,20 Shaw Road,367956,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19282/ching-shine-building,"Ching Shine Building is a commercial property located at 20, Shaw Road, 367956 in District 13. Ching Shine Building is primarily used for Light Industrial (B1) rental and sale. Ching Shine Building is close to Tai Seng MRT Station (CC11), Bartley MRT Station (CC12) and MacPherson MRT Station (CC10). It is near to several bus stops located at Asiawide Industrial Building – 70291, after Paya Lebar Street – 70301 and opposite Asiawide Industrial Building – 70299.


Amenities near Ching Shine Building

Ching Shine Building is near to several eateries located at nearby buildings such as LC Food Centre at Trivex and Mr Crab Seafood at LC Food Centre.

Ching Shine Building is within reasonable distance to Prime Supermarket. It is also close to Upper Serangoon Shopping Centre for an array of amenities such as grocery, retail shopping, banks and more.

Ching Shine Building is accessible via Kampong Ampat, Paya Lebar Road and Shaw Road."
810444,Chinsim Industrial Centre,D22,45 Kian Teck Drive,628859,Factory/Workshop (B2) ,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19283/chinsim-industrial-centre,"Chinsim Industrial Centre is a commercial property located at 45, Kian Teck Drive, 628859 in District 22. Chinsim Industrial Centre is primarily used for Factory/Workshop (B2) rental and sale. Chinsim Industrial Centre is close to Joo Koon MRT Station (EW29) and Pioneer MRT Station (EW28). It is near to several bus stops located after Kian Teck Road – 23059, before Kian Teck Road – 23051 and at Mustad, International Road - 23161.


Amenities near Chinsim Industrial Centre

Chinsim Industrial Centre is near to several eateries located at nearby buildings such as Burger King Fast Food Restaurant at Upper Jurong Road.

Chinsim Industrial Centre is within reasonable distance to Prime Supermarket. It is also close to Jurong Point for an array of amenities such as grocery, retail shopping, banks and more.

Chinsim Industrial Centre is accessible via Upper Jurong Road, Benoi Road and Pan Island Expressway."
810445,Chow House,D01,140 Robinson Road,068907,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19284/chow-house,"Chow House is a commercial property located at 140 Robinson Road,Singapore 068901 in District 01. This commercial space is primarily used for Office rental and sale. Chow House is close to Tanjong Pagar MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Opp Gb Bldg - 03151, Bus Stop Opp Sia Bldg - 03111 and Bus Stop Uic Bldg - 03129.

You can also see from the map above how to get there via other means of transport.

Amenities near Chow House

Chow House is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Icon for an array of amenities such as grocery and retail shopping, banks and more.

Chow House is also close to several eateries such as, Amoy Street Food Centre, Lau Pa Sat and 33 Tras Street."
810446,Chuan Building,D12,112 Lavender Street,338728,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19285/chuan-building,"Chuan Building is a commercial property located at 112, Lavender Street, 338728 in District 12. Chuan Building is primarily used for Light Industrial (B1) rental and sale. Chuan Building is close to Lavender MRT Station (EW11), Boon Keng MRT Station (NE9) and Farrer Park MRT Station (NE8). It is near to several bus stops located before Kallang Road, Lavender Street – 07379, after Kallang Road, Lavender Street – 07371 and Blk 50, Kallang Bahru - 60019.


Amenities near Chuan Building

Chuan Building is near to several eateries located at nearby buildings such as B’s Hakka House at Hamilton Road and Pasta Inc at 279, Jalan Besar.

Chuan Building is within reasonable distance to Prime Supermarket. It is also close to City Square Mall for an array of amenities such as grocery, retail shopping, banks and more.

Chuan Building is accessible via Lavender Street, Kallang Bahru and Bendemeer Road."
810447,Chye Sing Building,D07,87 Beach Road,189695,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19286/chye-sing-building,"Chye Sing Buildingis a commercial property located at 87, Beach Road, 189695 in District 07. Chye Sing Building is primarily used for Light Industrial (B1) rental and sale. Chye Sing Building is close to Bugis MRT Station (EW12), Esplanade MRT Station (CC3) and Bras Basah MRT Station (CC2). It is near to several bus stops located opposite Shaw Towers, Beach Road – 01621, at Shaw Towers, Beach Road – 01629 and after Beach Road, Middle Road - 01631.


Amenities near Chye Sing Building

Chye Sing Building is near to several eateries located at nearby buildings such as Tong Seng Coffeshop at 496, North Bridge Road and Swensen’s at Bugis Junction.

Chye Sing Building is within reasonable distance to Cold Storage Supermarket. It is also close to Shaw Towers for an array of amenities such as grocery, retail shopping, banks and more.

Chye Sing Building is accessible via Beach Road, Bras Basah Road and Nicoll Highway."
810448,Cideco Industrial Complex,D13,50 Genting Lane,349558,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19287/cideco-industrial-complex,"Cideco Industrial Complex is a commercial property located at 50, Genting Lane, 349558 in District 13. Cideco Industrial Complex is primarily used for Light Industrial (B1) rental and sale. Cideco Industrial Complex is close to Potong Pasir MRT Station (NE10), Boon Keng MRT Station (NE9) and Aljunied MRT Station (EW9). It is near to several bus stops located at Kenwood, Genting Lane – 70361, after Kallang Sector – 70359 and before Lorong Bakar Batu - 70349.


Amenities near Cideco Industrial Complex

Cideco Industrial Complex is near to several eateries located at nearby buildings such as Food Loft at 10 Lorong Bakar Batu and Siemens Centre Cafeteria at 60, MacPherson Road.

Cideco Industrial Complex is within reasonable distance to NTUC Fairprice Supermarket. It is also close to NEX Mall for an array of amenities such as grocery, retail shopping, banks and more.

Cideco Industrial Complex is accessible via MacPherson Road, Gentign Lane and Pan Island Expressway."
810449,Cintech I,D05,73 Science Park Drive,118254,Business/Science Park ,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19288/cintech-i,
810450,Cintech II - Singapore Science Park I,D05,75 Science Park Drive,118255,Business/Science Park ,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19289/cintech-ii-singapore-science-park-i,"Cintech II - ( Singapore Science Park I ) is a commercial property located at 75, Science Park Drive, 118255 in District 05. Cintech II - ( Singapore Science Park I ) is primarily used for Business/Science Park rental and sale. Cintech II - ( Singapore Science Park I ) is close to Kent Ridge MRT Station (CC24), One-North MRT Station (CC23) and Haw Par Villa MRT Station (CC25). It is near to several bus stops located opposite DSO National Laboratories – 18261, before Reuters, Science Park Drive – 18269 and opposite Reuters, Science Park Drive - 18251.


Amenities near Cintech II - ( Singapore Science Park I )

Cintech II - ( Singapore Science Park I ) is near to several eateries located at nearby buildings such as Best Bites at Cintect I and Cintech I Foodcourt.

Cintech II - ( Singapore Science Park I ) is within reasonable distance to Market Place Supermarket. It is also close to Queensway Shopping Centre for an array of amenities such as grocery, retail shopping, banks and more.

Cintech II - ( Singapore Science Park I ) is accessible Science Park Drive, South Buona Vista Road and Ayer Rajah Expressway."
810451,Cintech III,D05,77 Science Park Drive,118256,Business/Science Park ,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19290/cintech-iii,
810452,Cintech IV,D05,79 Science Park Drive,118264,Business/Science Park ,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23156/cintech-iv,
810453,Circular Road,D01,00 CIRCULAR ROAD,049999,Shop/Shophouse,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/22060/circular-road,
810454,Cisco Centre,D14,20 Jalan Afifi,409179,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19291/cisco-centre,"Cisco Centre is a commercial property located at 20, Jalan Afifi, 409179 in District 14. Cisco Centre is primarily used for Office Park rental and sale. Cisco Centre is close to Paya Lebar MRT Station (EW8/CC9), MacPherson MRT Station (CC10) and Aljunied MRT Station (EW9). It is near to several bus stops located at Cisco Centre, Paya Lebar Road – 81101, opposite Cisco Centre, Paya Lebar Road – 81109 and after PIE, Paya Lebar Road - 70251.


Amenities near Cisco Centre

Cisco Centre is near to several eateries located at nearby buildings such as Kopitiam at Singapore Post.

Cisco Centre is within reasonable distance to NTUC Fairprice Supermarket. It is also close to Joo Chiat Complex for an array of amenities such as grocery, retail shopping, banks and more.

Cisco Centre is accessible via Paya Lebar Road, Geylang East Central and Pan Island Expressway."
810455,Citilink Warehouse Complex,D05,102E Pasir Panjang Road,118529,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19292/citilink-warehouse-complex,"Citilink Warehouse Complex is a commercial property located at 102E, Pasir Panjang Road, 118529 in District 05. Citilink Warehouse Complex is primarily used for Light Industrial (B1) Park rental and sale. Citilink Warehouse Complex is close to Pasir Panjang MRT Station (CC26), Labrador Park MRT Station (CC27) and Haw Par Villa MRT Station (CC25). It is near to several bus stops located at Harbourside Industrial Building 2 – 15169, opposite Currency House – 15199 and at Pasir Panjng Centre - 15161.


Amenities near Citilink Warehouse Complex

Citilink Warehouse Complex is near to several eateries located at nearby buildings such as Fong Seng Halal Nasi Lemak and Ban Heng Coffeeshop at Pasir Panjang Road.

Citilink Warehouse Complex is within reasonable distance to Cold Storage Supermarket. It is also close to Queensway Shopping Centre for an array of amenities such as grocery, retail shopping, banks and more.

Citilink Warehouse Complex is accessible via Pasir Panjang Road, Alexandra Road and West Coast Flyover."
810456,Citimac Industrial Complex,D13,605 MacPherson Road,368239,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19293/citimac-industrial-complex,"Citimac Industrial Complex is a commercial property located at 605, MacPherson Road, 368239 in District 13. Citimac Industrial Complex is primarily used for Light Industrial (B1) Park rental and sale. Citimac Industrial Complex is close to Tai Seng MRT Station (CC11), MacPherson MRT Station (CC10) and Bartley MRT Station (CC12). It is near to several bus stops located at Citimax Industrial Complex – 70141, at macPherson Green Condominium – 70149 and after Diamond Industrial Building - 70281.


Amenities near Citimac Industrial Complex

Citimac Industrial Complex is near to several eateries located at nearby buildings such as Quan Lai Kway Chap at 560, MacPherson Road and Julaiha Muslim Restaurant at 538, MacPherson Road.

Citimac Industrial Complex is within reasonable distance to Prime Supermarket. It is also close to Joo Chiat Complex for an array of amenities such as grocery, retail shopping, banks and more.

Citimac Industrial Complex is accessible via MacPherson Road, Playfair Road and Harper Road."
810457,Citipoint Industrial Complex,D14,152 Paya Lebar Road,409020,Light Industrial (B1),N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19294/citipoint-industrial-complex,"Citipoint Industrial Complex is a commercial property located at 152, Paya Lebar Road, 409020 in District 14. Citipoint Industrial Complex is primarily used for Light Industrial (B1) Park rental and sale. Citipoint Industrial Complex is close to Tai Seng MRT Station (CC11), MacPherson MRT Station (CC10) and Paya Lebar MRT Station (EW8/CC9). It is near to several bus stops located opposite Orion @ Paya Lebar – 70261, at Citipoint Industrial Complex – 70269 and opposite Traffic Police - 70091.


Amenities near Citipoint Industrial Complex

Citipoint Industrial Complex is near to several eateries located at nearby buildings such as Han’s at Trinity Christian Centre and Ya Kun at Certis Cisco Centre.

Citipoint Industrial Complex is within reasonable distance to NTUC Fairprice Supermarket. It is also close to Joo Chiat Complex for an array of amenities such as grocery, retail shopping, banks and more.

Citipoint Industrial Complex is accessible via Paya Lebar Road, Ubi Avenue 2 and Pan Island Expressway."
810458,Citiport Centre,D04,50 Telok Blangah Road,098828,Office,N/A,Freehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19295/citiport-centre,"Citiport Centre is a Freehold commercial property located at 50, Telok Blangah Road, 098828 in District 04. Citiport Centre is primarily used for Office Park rental and sale. Citiport Centre is close to HarbourFront MRT Station (NE1/CC29) and Telok Blangah MRT Station (CC28). It is near to several bus stops located at Mount Faber Lodge – 14431, at Vivocity – 14141 and opposite Vivocity - 14119.


Amenities near Citiport Centre

Citiport Centre is near to several eateries located at nearby buildings such as Kopitiam and Banquet at Vivocity.

Citiport Centre is within reasonable distance to Giant Supermarket. It is also close to Vivocity for an array of amenities such as grocery, retail shopping, banks and more.

Citiport Centre is accessible via Temenggong Road, Telok Blangah Road and West Coast Highway."
